2018-08-09 12:10:06,045 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 16:38:29,423 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 16:38:29,438 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:38:29,438 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:29,564 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:29,693 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:30,062 [DEBUG  ] local-test13 >> get active session from information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:38:30,199 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:38:31,724 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:38:33,759 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:38:33,761 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:38:33,775 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:38:33,776 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:38:33,776 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 16:38:33,777 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:38:33,777 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:33,782 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:33,788 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:33,815 [DEBUG  ] local-test13 >> get active session from information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:38:33,830 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:38:35,059 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:38:37,102 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:38:37,113 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:38:37,363 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:38:37,364 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:38:37,365 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 16:38:37,419 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:38:37,420 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:37,433 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:37,453 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:38:37,836 [DEBUG  ] local-test13 >> get active session from information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:38:37,949 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:38:39,488 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:39:28,429 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 16:39:28,441 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:39:28,488 [INFO   ] local-test13 >> you've changed run_max_count, set a clean start
2018-08-09 16:39:28,489 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:39:28,525 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:39:28,525 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:39:28,525 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:39:28,526 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:39:28,551 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:39:28,563 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:39:31,406 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:39:31,442 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 16:39:31,444 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:39:31,445 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:39:31,447 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:39:31,451 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:39:31,476 [DEBUG  ] local-test13 >> get active session from information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:39:31,496 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:39:32,935 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:39:34,969 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:39:34,971 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:39:34,981 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:39:34,981 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:41:11,358 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 16:41:11,368 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:41:11,387 [INFO   ] local-test13 >> you've changed run_max_count, set a clean start
2018-08-09 16:41:11,389 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:41:11,424 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:41:11,424 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:41:11,425 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:41:11,425 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:41:11,428 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:41:11,432 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:41:13,356 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:41:13,390 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 16:41:13,393 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:41:13,394 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:41:13,399 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:41:13,404 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:41:13,429 [DEBUG  ] local-test13 >> get active session from information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:41:13,445 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:41:14,762 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:41:16,804 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:41:16,809 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:41:16,857 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:41:16,860 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:09,628 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 16:42:09,634 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:09,654 [INFO   ] local-test13 >> you've changed run_max_count, set a clean start
2018-08-09 16:42:09,654 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:09,692 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:09,693 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:09,693 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:42:09,694 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:42:09,706 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:42:09,712 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:42:11,970 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:42:12,008 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 16:42:12,011 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:42:12,012 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:42:12,020 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:42:12,028 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:42:12,086 [DEBUG  ] local-test13 >> get active session from information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:12,123 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:14,091 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:42:16,133 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:16,143 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:16,205 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:16,205 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:18,231 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:18,256 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:18,385 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:18,386 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:20,393 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:20,396 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:20,412 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:20,412 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:22,415 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:22,417 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:22,436 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:22,437 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:24,440 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:24,443 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:24,465 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:24,466 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:26,467 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 16:42:26,472 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:26,489 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:26,489 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:28,511 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:28,523 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:28,621 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:28,625 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:30,641 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:30,645 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:30,669 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:30,670 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:32,674 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:32,677 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:32,697 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:32,698 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:34,703 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:34,705 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:34,719 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:34,719 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:36,722 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:36,726 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:36,755 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:36,755 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:38,763 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 16:42:38,790 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:38,857 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:38,858 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:40,863 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:40,870 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:40,908 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:40,909 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:42,916 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:42,920 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:42,955 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:42,955 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:44,959 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:44,962 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:44,981 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:44,981 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:46,989 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:46,995 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:47,044 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:47,044 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:49,069 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:49,111 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:49,198 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:49,198 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:51,201 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 16:42:51,206 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:51,225 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:51,225 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:42:53,230 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:42:53,242 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:42:53,278 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:42:53,279 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:51:05,462 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 16:51:05,470 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:51:05,488 [INFO   ] local-test13 >> you've changed run_max_count, set a clean start
2018-08-09 16:51:05,489 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:51:05,504 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:51:05,504 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:51:05,505 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:51:05,505 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:05,507 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:05,511 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:08,253 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:51:08,304 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 16:51:08,309 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:51:08,310 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:08,317 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:08,328 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:08,400 [DEBUG  ] local-test13 >> get active session from information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:51:08,461 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:51:09,767 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:51:11,804 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:51:11,807 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:51:11,850 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:51:11,851 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:51:56,614 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 16:51:56,624 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:51:56,660 [INFO   ] local-test13 >> you've changed run_max_count, set a clean start
2018-08-09 16:51:56,661 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:51:56,678 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:51:56,679 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:51:56,679 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:51:56,680 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:56,683 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:56,691 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:59,350 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:51:59,385 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 16:51:59,388 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 16:51:59,388 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:59,394 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:59,397 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 16:51:59,436 [DEBUG  ] local-test13 >> get active session from information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:51:59,454 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:52:00,668 [INFO   ] local-test13 >> Email sending succeed
2018-08-09 16:52:02,712 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:52:02,718 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:52:02,954 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:52:02,956 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:52:04,979 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:52:04,984 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 16:52:05,025 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 16:52:05,026 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 16:52:07,029 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 16:52:07,032 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
